FID,Province,WeekEnding,TotalCases,WeeklyCases,TotalDeaths,WeeklyDeaths,TotalHospitalized,WeeklyHospitalized,TotalICU,WeeklyICU
398,NS,2020/08/14 03:59:59+00,1072,1,64,0,0,0,0,0
399,NT,2020/08/14 03:59:59+00,5,0,0,0,,,,
400,NU,2020/08/14 03:59:59+00,0,0,0,0,,,,
401,YT,2020/11/20 05:00:00+00,29,5,1,0,,,,
402,CA,2020/11/20 05:00:00+00,320414,33096,11334,506,2048,321,415,70
403,AB,2020/11/27 05:00:00+00,53105,9153,519,57,405,95,86,28
404,ON,2020/08/14 03:59:59+00,40459,562,2788,5,41,-25,17,-11
405,BC,2020/11/27 05:00:00+00,30884,5712,395,64,301,74,69,12
406,MB,2020/11/27 05:00:00+00,15632,2713,280,73,322,41,45,2
407,PE,2020/08/14 03:59:59+00,41,5,0,0,0,0,0,0
408,NB,2020/11/27 05:00:00+00,477,76,7,1,1,0,0,0
409,QC,2020/08/14 03:59:59+00,61004,763,5718,31,151,-1,25,6
410,NL,2020/11/27 05:00:00+00,331,23,4,0,0,-2,,
411,SK,2020/08/14 03:59:59+00,1541,132,20,0,10,-3,5,1
412,NS,2020/11/27 05:00:00+00,1257,97,65,0,0,0,0,0
413,YT,2020/08/14 03:59:59+00,15,0,0,0,,,,
414,NT,2020/11/27 05:00:00+00,15,0,0,0,,,,
415,CA,2020/08/14 03:59:59+00,121652,2667,9020,50,271,-48,67,-9
416,NU,2020/11/27 05:00:00+00,159,75,0,0,,,,
417,AB,2020/08/21 03:59:59+00,12748,695,230,9,43,-5,9,-4
418,ON,2020/11/27 05:00:00+00,111216,10426,3595,144,542,24,151,9
419,BC,2020/08/21 03:59:59+00,4915,557,202,6,13,1,5,1
420,PE,2020/11/27 05:00:00+00,70,2,0,0,0,0,0,0
421,MB,2020/08/21 03:59:59+00,830,187,12,4,5,-4,1,-2
422,QC,2020/11/27 05:00:00+00,138163,8464,6984,210,609,-15,90,-6
423,NB,2020/08/21 03:59:59+00,188,8,2,0,0,0,0,0
424,SK,2020/11/27 05:00:00+00,7691,1887,44,11,111,26,16,-3
425,NL,2020/08/21 03:59:59+00,268,0,3,0,0,0,,
426,YT,2020/11/27 05:00:00+00,42,13,1,0,,,,
427,NT,2020/12/18 05:00:00+00,24,4,0,0,,,,
428,QC,2020/10/02 03:59:59+00,76273,5966,5857,43,302,103,49,16
429,MB,2020/09/11 03:59:59+00,1393,120,16,0,12,1,4,3
430,NS,2020/08/21 03:59:59+00,1077,5,64,0,1,1,0,0
431,NT,2020/08/21 03:59:59+00,5,0,0,0,,,,
432,NU,2020/08/21 03:59:59+00,0,0,0,0,,,,
433,ON,2020/08/21 03:59:59+00,41179,720,2796,8,35,-6,13,-4
434,PE,2020/08/21 03:59:59+00,44,3,0,0,0,0,0,0
435,QC,2020/08/21 03:59:59+00,61495,491,5733,15,124,-27,23,-2
436,SK,2020/08/21 03:59:59+00,1595,54,22,2,5,-5,4,-2
437,YT,2020/08/21 03:59:59+00,15,0,0,0,,,,
438,CA,2020/08/21 03:59:59+00,124372,2720,9064,44,226,-47,55,-13
439,AB,2020/08/28 03:59:59+00,13476,728,237,7,44,1,7,-2
440,BC,2020/08/28 03:59:59+00,5496,581,204,2,23,10,7,2
441,MB,2020/08/28 03:59:59+00,1096,266,14,2,5,0,1,0
442,NB,2020/08/28 03:59:59+00,191,3,2,0,0,0,0,0
443,NL,2020/08/28 03:59:59+00,269,1,3,0,0,0,,
444,NS,2020/08/28 03:59:59+00,1083,6,65,1,0,-1,0,0
445,NT,2020/08/28 03:59:59+00,5,0,0,0,,,,
446,NU,2020/08/28 03:59:59+00,0,0,0,0,,,,
447,ON,2020/08/28 03:59:59+00,41935,756,2809,13,61,26,18,5
448,PE,2020/08/28 03:59:59+00,44,0,0,0,0,0,0,0
449,QC,2020/08/28 03:59:59+00,62124,629,5750,17,117,-7,17,-6
450,SK,2020/08/28 03:59:59+00,1611,16,24,2,3,-2,2,-2
451,YT,2020/08/28 03:59:59+00,15,0,0,0,,,,
452,CA,2020/08/28 03:59:59+00,127358,2986,9108,44,253,27,52,-3
453,AB,2020/09/04 03:59:59+00,14474,998,242,5,47,3,9,2
454,BC,2020/09/04 03:59:59+00,6162,666,211,7,31,8,12,5
455,MB,2020/09/04 03:59:59+00,1273,177,16,2,11,6,1,0
456,NB,2020/09/04 03:59:59+00,192,1,2,0,0,0,0,0
457,NL,2020/09/04 03:59:59+00,269,0,3,0,0,0,,
458,NS,2020/09/04 03:59:59+00,1085,2,65,0,0,0,0,0
459,NT,2020/09/04 03:59:59+00,5,0,0,0,,,,
460,NU,2020/09/04 03:59:59+00,0,0,0,0,,,,
461,ON,2020/09/04 03:59:59+00,42834,899,2811,2,66,5,13,-5
462,PE,2020/09/04 03:59:59+00,47,3,0,0,0,0,0,0
463,QC,2020/09/04 03:59:59+00,63117,993,5767,17,102,-15,18,1
464,SK,2020/09/04 03:59:59+00,1638,27,24,0,3,0,1,-1
465,YT,2020/09/04 03:59:59+00,15,0,0,0,,,,
466,CA,2020/09/04 03:59:59+00,131124,3766,9141,33,260,7,54,2
467,AB,2020/09/11 03:59:59+00,15415,941,253,11,41,-6,6,-3
468,BC,2020/09/11 03:59:59+00,6962,800,213,2,49,18,10,-2
469,NB,2020/09/11 03:59:59+00,193,1,2,0,0,0,0,0
470,NU,2020/12/18 05:00:00+00,259,14,0,0,,,,
471,SK,2020/10/02 03:59:59+00,1940,94,24,0,6,-2,0,0
472,CA,2020/11/27 05:00:00+00,359055,38641,11894,560,2291,243,457,42
473,NL,2020/09/11 03:59:59+00,270,1,3,0,0,0,,
474,ON,2020/12/18 05:00:00+00,151257,14626,4098,182,877,69,261,26
475,YT,2020/10/02 03:59:59+00,15,0,0,0,,,,
476,AB,2020/12/04 05:00:00+00,64851,11746,590,71,533,128,99,13
477,NS,2020/09/11 03:59:59+00,1086,1,65,0,0,0,0,0
478,PE,2020/12/18 05:00:00+00,90,6,0,0,0,0,0,0
479,CA,2020/10/02 03:59:59+00,162659,12203,9409,154,621,196,126,28
480,BC,2020/12/04 05:00:00+00,36132,5248,492,97,338,37,76,7
481,NT,2020/09/11 03:59:59+00,5,0,0,0,,,,
482,QC,2020/12/18 05:00:00+00,172801,12778,7671,236,1011,140,141,18
483,AB,2020/10/09 03:59:59+00,19995,1638,282,10,86,22,11,-4
484,MB,2020/12/04 05:00:00+00,18069,2437,362,82,361,39,55,10
485,NU,2020/09/11 03:59:59+00,0,0,0,0,,,,
486,SK,2020/12/18 05:00:00+00,13077,1602,107,32,121,-12,17,-10
487,BC,2020/10/09 03:59:59+00,10185,804,245,7,68,5,19,3
488,NB,2020/12/04 05:00:00+00,528,51,7,0,0,-1,0,0
489,ON,2020/09/11 03:59:59+00,44068,1234,2813,2,49,-17,18,5
490,YT,2020/12/18 05:00:00+00,59,1,1,0,,,,
491,MB,2020/10/09 03:59:59+00,2428,356,30,9,25,7,6,-1
492,NL,2020/12/04 05:00:00+00,343,12,4,0,0,0,,
493,PE,2020/09/11 03:59:59+00,55,8,0,0,0,0,0,0
494,CA,2020/12/18 05:00:00+00,493933,45092,14015,764,3437,298,694,56
495,NB,2020/10/09 03:59:59+00,238,38,2,0,3,3,0,0
496,NS,2020/12/04 05:00:00+00,1358,101,65,0,0,0,0,0
497,QC,2020/09/11 03:59:59+00,64463,1346,5774,7,123,21,12,-6
498,AB,2020/12/25 05:00:00+00,93781,7613,890,100,821,58,146,8
499,NL,2020/10/09 03:59:59+00,279,4,4,1,0,0,,
500,NT,2020/12/04 05:00:00+00,15,0,0,0,,,,
501,SK,2020/09/11 03:59:59+00,1688,50,24,0,2,-1,0,-1
502,BC,2020/12/25 05:00:00+00,48609,3209,808,84,341,-15,78,-14
503,NS,2020/10/09 03:59:59+00,1089,0,65,0,1,0,1,0
504,NU,2020/12/04 05:00:00+00,206,47,0,0,,,,
505,YT,2020/09/11 03:59:59+00,15,0,0,0,,,,
506,MB,2020/12/25 05:00:00+00,23624,1227,617,70,254,-51,35,-8
507,NT,2020/10/09 03:59:59+00,5,0,0,0,,,,
508,ON,2020/12/04 05:00:00+00,123526,12310,3737,142,674,132,207,56
509,CA,2020/09/11 03:59:59+00,135626,4502,9163,22,276,10,50,-3
510,NB,2020/12/25 05:00:00+00,588,15,8,0,1,-2,1,-1
511,NU,2020/10/09 03:59:59+00,0,0,0,0,,,,
512,PE,2020/12/04 05:00:00+00,73,3,0,0,0,0,0,0
513,AB,2020/09/18 03:59:59+00,16381,966,255,2,44,3,7,1
514,NL,2020/12/25 05:00:00+00,384,12,4,0,1,0,,
515,ON,2020/10/09 03:59:59+00,57681,4701,2997,70,225,58,47,9
516,QC,2020/12/04 05:00:00+00,147877,9714,7183,199,761,152,97,7
517,BC,2020/09/18 03:59:59+00,7842,880,223,10,59,10,20,10
518,NS,2020/12/25 05:00:00+00,1465,22,65,0,0,0,0,0
519,PE,2020/10/09 03:59:59+00,61,2,0,0,0,0,0,0
520,SK,2020/12/04 05:00:00+00,9527,1836,55,11,126,15,25,9
521,MB,2020/09/18 03:59:59+00,1540,147,16,0,11,-1,3,-1
522,NT,2020/12/25 05:00:00+00,24,0,0,0,,,,
523,QC,2020/10/09 03:59:59+00,84094,7821,5936,79,433,131,67,18
524,YT,2020/12/04 05:00:00+00,54,12,1,0,,,,
525,NB,2020/09/18 03:59:59+00,194,1,2,0,0,0,0,0
526,NU,2020/12/25 05:00:00+00,265,6,1,1,,,,
527,SK,2020/10/09 03:59:59+00,2034,94,24,0,8,2,2,2
528,CA,2020/12/04 05:00:00+00,402572,43517,12496,602,2793,502,559,102
529,NL,2020/09/18 03:59:59+00,272,2,3,0,0,0,,
530,ON,2020/12/25 05:00:00+00,165110,13853,4278,180,967,90,277,16
531,YT,2020/10/09 03:59:59+00,15,0,0,0,,,,
532,AB,2020/12/11 05:00:00+00,76792,11941,684,94,684,151,123,24
533,NS,2020/09/18 03:59:59+00,1086,0,65,0,0,0,0,0
534,PE,2020/12/25 05:00:00+00,94,4,0,0,0,0,0,0
535,CA,2020/10/09 03:59:59+00,178117,15458,9585,176,849,228,153,27
536,AB,2020/10/16 03:59:59+00,21775,1780,288,6,117,31,11,1
537,BC,2020/10/16 03:59:59+00,11189,1004,251,6,72,4,26,7
538,MB,2020/10/16 03:59:59+00,3173,745,38,8,25,0,5,-1
539,NB,2020/10/16 03:59:59+00,297,59,2,0,4,1,1,1
540,NL,2020/10/16 03:59:59+00,287,8,4,0,0,0,,
541,NS,2020/10/16 03:59:59+00,1093,4,65,0,0,-1,0,-1
542,NT,2020/10/16 03:59:59+00,5,0,0,0,,,,
543,NU,2020/10/16 03:59:59+00,0,0,0,0,,,,
544,ON,2020/10/16 03:59:59+00,62908,5227,3031,34,261,36,67,20
545,PE,2020/10/16 03:59:59+00,63,2,0,0,0,0,0,0
546,QC,2020/10/16 03:59:59+00,91018,6924,6018,82,507,74,87,20
547,SK,2020/10/16 03:59:59+00,2270,236,25,1,9,1,2,0
548,YT,2020/10/16 03:59:59+00,15,0,0,0,,,,
549,CA,2020/10/16 03:59:59+00,194106,15989,9722,137,995,146,199,47
550,AB,2020/10/23 03:59:59+00,24261,2486,300,12,112,-5,14,3
551,BC,2020/10/23 03:59:59+00,12554,1365,256,5,75,3,24,-2
552,MB,2020/10/23 03:59:59+00,3935,762,48,10,51,26,8,3
553,NB,2020/10/23 03:59:59+00,324,27,4,2,5,1,1,0
554,NL,2020/10/23 03:59:59+00,288,1,4,0,0,0,,
555,NS,2020/10/23 03:59:59+00,1097,4,65,0,0,0,0,0
556,NT,2020/10/23 03:59:59+00,9,4,0,0,,,,
557,NU,2020/10/23 03:59:59+00,0,0,0,0,,,,
558,ON,2020/10/23 03:59:59+00,68353,5445,3080,49,276,15,78,11
559,PE,2020/10/23 03:59:59+00,64,1,0,0,0,0,0,0
560,QC,2020/10/23 03:59:59+00,98226,7208,6106,88,540,33,99,12
561,SK,2020/10/23 03:59:59+00,2591,321,25,0,20,11,4,2
562,YT,2020/10/23 03:59:59+00,20,5,0,0,,,,
563,CA,2020/10/23 03:59:59+00,211735,17629,9888,166,1079,84,228,29
564,AB,2020/10/30 03:59:59+00,27664,3403,323,23,140,28,25,11
565,BC,2020/10/30 03:59:59+00,14381,1827,263,7,78,3,25,1
566,MB,2020/10/30 03:59:59+00,5374,1439,65,17,104,53,19,11
567,NB,2020/10/30 03:59:59+00,342,18,6,2,4,-1,0,-1
568,AB,2021/01/15 05:00:00+00,115370,5718,1402,161,796,-55,124,-11
569,BC,2020/12/11 05:00:00+00,40797,4665,598,106,342,4,87,11
570,MB,2020/12/11 05:00:00+00,20392,2323,465,103,297,-64,40,-15
571,NB,2020/12/11 05:00:00+00,554,26,8,1,4,4,3,3
572,NL,2020/12/11 05:00:00+00,355,12,4,0,0,0,,
573,NS,2020/12/11 05:00:00+00,1402,44,65,0,0,0,0,0
574,NT,2020/12/11 05:00:00+00,20,5,0,0,,,,
575,NU,2020/12/11 05:00:00+00,245,39,0,0,,,,
576,ON,2020/12/11 05:00:00+00,136631,13105,3916,179,808,134,235,28
577,PE,2020/12/11 05:00:00+00,84,11,0,0,0,0,0,0
578,QC,2020/12/11 05:00:00+00,160023,12146,7435,252,871,110,123,26
579,SK,2020/12/11 05:00:00+00,11475,1948,75,20,133,7,27,2
580,YT,2020/12/11 05:00:00+00,58,4,1,0,,,,
581,NT,2020/09/18 03:59:59+00,5,0,0,0,,,,
582,CA,2020/12/11 05:00:00+00,448741,46269,13251,755,3139,346,638,79
583,QC,2020/12/25 05:00:00+00,185872,13071,7913,242,1052,41,146,5
584,NU,2020/09/18 03:59:59+00,0,0,0,0,,,,
585,BC,2021/01/15 05:00:00+00,60117,3485,1047,59,349,-9,68,-7
586,AB,2020/12/18 05:00:00+00,86168,9376,790,106,763,79,138,15
587,SK,2020/12/25 05:00:00+00,14255,1178,134,27,165,44,21,4
588,ON,2020/09/18 03:59:59+00,46077,2009,2825,12,58,9,20,2
589,MB,2021/01/15 05:00:00+00,27145,1182,760,34,118,-109,16,-15
590,BC,2020/12/18 05:00:00+00,45400,4603,724,126,356,14,92,5
591,YT,2020/12/25 05:00:00+00,60,1,1,0,,,,
592,PE,2020/09/18 03:59:59+00,57,2,0,0,0,0,0,0
593,NB,2021/01/15 05:00:00+00,884,149,12,3,4,4,1,1
594,MB,2020/12/18 05:00:00+00,22397,2005,547,82,305,8,43,3
595,CA,2020/12/25 05:00:00+00,534144,40214,14719,704,3602,165,704,10
596,QC,2020/09/18 03:59:59+00,66653,2190,5792,18,136,13,30,18
597,NL,2021/01/15 05:00:00+00,395,3,4,0,1,0,,
598,NB,2020/12/18 05:00:00+00,573,19,8,0,3,-1,2,-1
599,AB,2021/01/01 05:00:00+00,102928,9147,1046,156,921,100,152,6
600,SK,2020/09/18 03:59:59+00,1776,88,24,0,5,3,0,0
601,NS,2021/01/15 05:00:00+00,1550,24,65,0,0,0,0,0
602,NL,2020/12/18 05:00:00+00,372,17,4,0,1,1,,
603,BC,2021/01/01 05:00:00+00,51990,3381,901,93,374,33,76,-2
604,YT,2020/09/18 03:59:59+00,15,0,0,0,,,,
605,NT,2021/01/15 05:00:00+00,25,1,0,0,,,,
606,NS,2020/12/18 05:00:00+00,1443,41,65,0,0,0,0,0
607,MB,2021/01/01 05:00:00+00,24700,1076,667,50,247,-7,33,-2
608,CA,2020/09/18 03:59:59+00,141911,6285,9205,42,313,37,80,30
609,NU,2021/01/15 05:00:00+00,266,0,1,0,,,,
610,NB,2021/01/01 05:00:00+00,601,13,9,1,1,0,1,0
611,AB,2020/09/25 03:59:59+00,17343,962,261,6,56,12,14,7
612,ON,2021/01/15 05:00:00+00,231308,22914,5289,407,1647,201,387,18
613,NL,2021/01/01 05:00:00+00,390,6,4,0,1,0,,
614,BC,2020/09/25 03:59:59+00,8641,799,230,7,62,3,19,-1
615,PE,2021/01/15 05:00:00+00,104,2,0,0,0,0,0,0
616,NS,2021/01/01 05:00:00+00,1486,21,65,0,1,1,0,0
617,MB,2020/09/25 03:59:59+00,1764,224,19,3,13,2,6,3
618,QC,2021/01/15 05:00:00+00,238745,15639,8938,332,1496,93,231,24
619,NT,2021/01/01 05:00:00+00,24,0,0,0,,,,
620,NB,2020/09/25 03:59:59+00,200,6,2,0,0,0,0,0
621,SK,2021/01/15 05:00:00+00,19715,2241,210,30,210,30,35,9
622,NU,2021/01/01 05:00:00+00,266,1,1,0,,,,
623,NL,2020/09/25 03:59:59+00,272,0,3,0,0,0,,
624,YT,2021/01/15 05:00:00+00,70,0,1,0,,,,
625,ON,2021/01/01 05:00:00+00,182159,17049,4530,252,1235,268,337,60
626,NS,2020/09/25 03:59:59+00,1087,1,65,0,0,0,1,1
627,CA,2021/01/15 05:00:00+00,695707,51358,17729,1026,4621,155,862,19
628,PE,2021/01/01 05:00:00+00,96,2,0,0,0,0,0,0
629,NT,2020/09/25 03:59:59+00,5,0,0,0,,,,
630,AB,2021/01/22 05:00:00+00,119757,4387,1512,110,691,-105,115,-9
631,QC,2021/01/01 05:00:00+00,202641,16769,8226,313,1175,123,165,19
632,NU,2020/09/25 03:59:59+00,0,0,0,0,,,,
633,BC,2021/01/22 05:00:00+00,63484,3367,1128,81,315,-34,74,6
634,SK,2021/01/01 05:00:00+00,15350,1095,155,21,112,-53,30,9
635,ON,2020/09/25 03:59:59+00,48905,2828,2837,12,87,29,25,5
636,MB,2021/01/22 05:00:00+00,28260,1115,795,35,133,15,24,8
637,YT,2021/01/01 05:00:00+00,60,0,1,0,,,,
638,PE,2020/09/25 03:59:59+00,58,1,0,0,0,0,0,0
639,NB,2021/01/22 05:00:00+00,1087,203,13,1,5,1,3,2
640,CA,2021/01/01 05:00:00+00,582704,48560,15605,886,4067,465,794,90
641,AB,2021/01/08 05:00:00+00,109652,6724,1241,195,851,-70,135,-17
642,BC,2021/01/08 05:00:00+00,56632,4642,988,87,358,-16,75,-1
643,MB,2021/01/08 05:00:00+00,25963,1263,726,59,227,-20,31,-2
644,NB,2021/01/08 05:00:00+00,735,134,9,0,0,-1,0,-1
645,NL,2021/01/08 05:00:00+00,392,2,4,0,1,0,,
646,NS,2021/01/08 05:00:00+00,1526,40,65,0,0,-1,0,0
647,NT,2021/01/08 05:00:00+00,24,0,0,0,,,,
648,NU,2021/01/08 05:00:00+00,266,0,1,0,,,,
649,ON,2021/01/08 05:00:00+00,208394,26235,4882,352,1446,211,369,32
650,PE,2021/01/08 05:00:00+00,102,6,0,0,0,0,0,0
651,QC,2021/01/08 05:00:00+00,223106,20465,8606,380,1403,228,207,42
652,SK,2021/01/08 05:00:00+00,17474,2124,180,25,180,68,26,-4
653,YT,2021/01/08 05:00:00+00,70,10,1,0,,,,
654,CA,2021/01/08 05:00:00+00,644349,61645,16703,1098,4466,399,843,49
655,QC,2020/09/25 03:59:59+00,70307,3654,5814,22,199,63,33,3
656,SK,2020/09/25 03:59:59+00,1846,70,24,0,8,3,0,0
657,YT,2020/09/25 03:59:59+00,15,0,0,0,,,,
658,CA,2020/09/25 03:59:59+00,150456,8545,9255,50,425,112,98,18
659,AB,2020/10/02 03:59:59+00,18357,1014,272,11,64,8,15,1
660,BC,2020/10/02 03:59:59+00,9381,740,238,8,63,1,16,-3
661,MB,2020/10/02 03:59:59+00,2072,308,21,2,18,5,7,1
662,NB,2020/10/02 03:59:59+00,200,0,2,0,0,0,0,0
663,NL,2020/10/02 03:59:59+00,275,3,3,0,0,0,,
664,NS,2020/10/02 03:59:59+00,1089,2,65,0,1,1,1,0
665,NT,2020/10/02 03:59:59+00,5,0,0,0,,,,
666,NU,2020/10/02 03:59:59+00,0,0,0,0,,,,
667,ON,2020/10/02 03:59:59+00,52980,4075,2927,90,167,80,38,13
668,PE,2020/10/02 03:59:59+00,59,1,0,0,0,0,0,0
669,NL,2021/01/22 05:00:00+00,398,3,4,0,1,0,,
670,NS,2021/01/22 05:00:00+00,1570,20,65,0,0,0,0,0
671,NT,2021/01/22 05:00:00+00,31,6,0,0,,,,
672,NU,2021/01/22 05:00:00+00,267,1,1,0,,,,
673,ON,2021/01/22 05:00:00+00,250226,18918,5701,412,1512,-135,383,-4
674,PE,2021/01/22 05:00:00+00,110,6,0,0,0,0,0,0
675,QC,2021/01/22 05:00:00+00,250491,11746,9361,423,1426,-70,212,-19
676,SK,2021/01/22 05:00:00+00,21643,1928,247,37,177,-33,30,-5
677,YT,2021/01/22 05:00:00+00,70,0,1,0,,,,
678,CA,2021/01/22 05:00:00+00,737407,41700,18828,1099,4260,-361,841,-21
679,AB,2021/01/29 05:00:00+00,123364,3607,1620,108,594,-97,110,-5
