FID,Province,WeekEnding,TotalCases,WeeklyCases,TotalDeaths,WeeklyDeaths,TotalHospitalized,WeeklyHospitalized,TotalICU,WeeklyICU
1756,NS,2022/06/24 21:59:59+00,93316,1420,438,7,37,9,5,0
1757,NT,2022/06/24 21:59:59+00,11511,0,22,0,,,,
1758,NU,2022/06/24 21:59:59+00,3531,0,8,0,,,,
1759,ON,2022/06/24 21:59:59+00,1317699,3252,13367,16,486,-5,96,-13
1760,PE,2022/06/24 21:59:59+00,39998,621,45,1,3,-1,0,0
1761,QC,2022/06/24 21:59:59+00,1081135,3879,15488,26,1051,68,33,6
1762,SK,2022/06/24 21:59:59+00,139618,231,1431,19,157,-8,5,-1
1763,YT,2022/06/24 21:59:59+00,4453,23,26,0,,,,
1764,CA,2022/06/24 21:59:59+00,3913248,14011,41790,134,2762,-25,198,-7
1765,AB,2022/07/01 21:59:59+00,588691,801,4621,17,589,-72,13,-4
1766,BC,2022/07/01 21:59:59+00,374594,620,3747,25,273,0,28,0
1767,MB,2022/07/01 21:59:59+00,145498,172,2043,18,46,-12,5,-3
1768,NB,2022/07/01 21:59:59+00,67725,484,425,3,15,-10,1,-2
1769,NL,2022/07/01 21:59:59+00,47963,407,194,2,13,2,2,-1
1770,NS,2022/07/01 21:59:59+00,94807,1491,442,4,28,-9,4,-1
1771,NT,2022/07/01 21:59:59+00,11511,0,22,0,,,,
1772,NU,2022/07/01 21:59:59+00,3531,0,8,0,,,,
1773,ON,2022/07/01 21:59:59+00,1323321,5622,13407,40,585,99,95,-1
1774,PE,2022/07/01 21:59:59+00,40806,808,45,0,7,4,0,0
1775,QC,2022/07/01 21:59:59+00,1088743,7608,15511,23,1225,174,35,2
1776,SK,2022/07/01 21:59:59+00,139826,208,1433,2,119,-38,4,-1
1777,YT,2022/07/01 21:59:59+00,4476,23,26,0,,,,
1778,CA,2022/07/01 21:59:59+00,3931492,18244,41924,134,2900,138,187,-11
1779,AB,2022/07/08 21:59:59+00,589726,1035,4636,15,568,-21,21,8
1780,BC,2022/07/08 21:59:59+00,375357,763,3788,41,369,96,36,8
1781,MB,2022/07/08 21:59:59+00,145623,125,2047,4,46,0,7,2
1782,NB,2022/07/08 21:59:59+00,68493,768,429,4,19,4,1,0
1783,NL,2022/07/08 21:59:59+00,48360,397,194,0,8,-5,1,-1
1784,NS,2022/07/08 21:59:59+00,96556,1749,451,9,21,-7,4,0
1785,NT,2022/07/08 21:59:59+00,11511,0,22,0,,,,
1786,NU,2022/07/08 21:59:59+00,3531,0,8,0,,,,
1787,ON,2022/07/08 21:59:59+00,1329966,6645,13438,31,712,127,110,15
1788,PE,2022/07/08 21:59:59+00,41876,1070,45,0,6,-1,1,1
1789,QC,2022/07/08 21:59:59+00,1098010,9267,15563,52,1402,177,39,4
1790,SK,2022/07/08 21:59:59+00,139877,51,1433,0,119,0,4,0
1791,YT,2022/07/08 21:59:59+00,4504,28,26,0,,,,
1792,CA,2022/07/08 21:59:59+00,3953390,21898,42080,156,3270,370,224,37
1793,AB,2022/07/15 21:59:59+00,591083,1357,4632,-4,552,-16,16,-5
1794,BC,2022/07/15 21:59:59+00,376329,972,3823,35,426,57,34,-2
1795,MB,2022/07/15 21:59:59+00,145853,230,2053,6,59,13,7,0
1796,NB,2022/07/15 21:59:59+00,69537,1044,433,4,36,17,9,8
1797,NL,2022/07/15 21:59:59+00,49148,788,198,4,3,-5,0,-1
1798,NS,2022/07/15 21:59:59+00,98118,1562,456,5,21,0,4,0
1799,NT,2022/07/15 21:59:59+00,11511,0,22,0,,,,
1800,NU,2022/07/15 21:59:59+00,3531,0,8,0,,,,
1801,ON,2022/07/15 21:59:59+00,1338779,8813,13483,45,985,273,118,8
1802,PE,2022/07/15 21:59:59+00,43146,1270,46,1,8,2,0,-1
1803,QC,2022/07/15 21:59:59+00,1116831,18821,15638,75,1724,322,43,4
1804,SK,2022/07/15 21:59:59+00,139877,0,1433,0,119,0,4,0
1805,YT,2022/07/15 21:59:59+00,4547,43,26,0,,,,
1806,CA,2022/07/15 21:59:59+00,3988290,34900,42251,171,3933,663,235,11
1807,AB,2022/07/22 21:59:59+00,592767,1684,4652,20,559,7,23,7
1808,BC,2022/07/22 21:59:59+00,377372,1043,3855,32,406,-20,30,-4
1809,MB,2022/07/22 21:59:59+00,146024,171,2056,3,52,-7,2,-5
1810,NB,2022/07/22 21:59:59+00,70541,1004,438,5,22,-14,1,-8
1811,NL,2022/07/22 21:59:59+00,49591,443,202,4,14,11,3,3
1812,NS,2022/07/22 21:59:59+00,99995,1877,463,7,44,23,8,4
1813,NT,2022/07/22 21:59:59+00,11511,0,22,0,,,,
1814,NU,2022/07/22 21:59:59+00,3531,0,8,0,,,,
1815,ON,2022/07/22 21:59:59+00,1350212,11433,13531,48,1483,498,126,8
1816,PE,2022/07/22 21:59:59+00,44852,1706,49,3,21,13,1,1
1817,QC,2022/07/22 21:59:59+00,1130640,13809,15738,100,2000,276,57,14
1818,SK,2022/07/22 21:59:59+00,140505,628,1455,22,229,110,15,11
1819,YT,2022/07/22 21:59:59+00,4599,52,26,0,,,,
1820,CA,2022/07/22 21:59:59+00,4022140,33850,42495,244,4830,897,266,31
1821,AB,2022/07/29 21:59:59+00,594474,1707,4665,13,649,90,26,3
1822,BC,2022/07/29 21:59:59+00,378291,919,3908,53,401,-5,35,5
1823,MB,2022/07/29 21:59:59+00,146266,242,2061,5,45,-7,8,6
1824,NB,2022/07/29 21:59:59+00,71479,938,443,5,34,12,3,2
1825,NL,2022/07/29 21:59:59+00,49998,407,205,3,14,0,3,0
1826,NS,2022/07/29 21:59:59+00,101905,1910,468,5,60,16,6,-2
1827,NT,2022/07/29 21:59:59+00,11511,0,22,0,,,,
1828,NU,2022/07/29 21:59:59+00,3531,0,8,0,,,,
1829,ON,2022/07/29 21:59:59+00,1362341,12129,13613,82,1492,9,138,12
1830,PE,2022/07/29 21:59:59+00,46240,1388,49,0,9,-12,0,-1
1831,QC,2022/07/29 21:59:59+00,1142427,11787,15842,104,2156,156,65,8
1832,SK,2022/07/29 21:59:59+00,140505,0,1455,0,229,0,15,0
1833,YT,2022/07/29 21:59:59+00,4672,73,26,0,,,,
1834,CA,2022/07/29 21:59:59+00,4053640,31500,42765,270,5089,259,299,33
1835,AB,2022/08/05 21:59:59+00,596126,1652,4673,8,702,53,28,2
1836,BC,2022/08/05 21:59:59+00,379274,983,3940,32,410,9,38,3
1837,MB,2022/08/05 21:59:59+00,146524,258,2067,6,53,8,7,-1
1838,NB,2022/08/05 21:59:59+00,72226,747,447,4,33,-1,5,2
1839,NL,2022/08/05 21:59:59+00,50293,295,209,4,16,2,2,-1
1840,NS,2022/08/05 21:59:59+00,103588,1683,468,0,54,-6,8,2
1841,NT,2022/08/05 21:59:59+00,11511,0,22,0,,,,
1842,NU,2022/08/05 21:59:59+00,3531,0,8,0,,,,
1843,ON,2022/08/05 21:59:59+00,1373548,11207,13673,60,1474,-18,139,1
1844,PE,2022/08/05 21:59:59+00,47251,1011,49,0,6,-3,0,0
1845,QC,2022/08/05 21:59:59+00,1151659,9232,15916,74,2079,-77,67,2
1846,SK,2022/08/05 21:59:59+00,140505,0,1455,0,229,0,15,0
1847,YT,2022/08/05 21:59:59+00,4729,57,29,3,,,,
1848,CA,2022/08/05 21:59:59+00,4080765,27125,42956,191,5056,-33,309,10
1849,AB,2022/08/12 21:59:59+00,597891,1765,4694,21,748,46,28,0
1850,BC,2022/08/12 21:59:59+00,380174,900,3995,55,385,-25,23,-15
1851,MB,2022/08/12 21:59:59+00,146874,350,2079,12,57,4,12,5
1852,NB,2022/08/12 21:59:59+00,72968,742,451,4,32,-1,3,-2
1853,NL,2022/08/12 21:59:59+00,50653,360,217,8,14,-2,2,0
1854,NS,2022/08/12 21:59:59+00,105329,1741,473,5,50,-4,7,-1
1855,NT,2022/08/12 21:59:59+00,11511,0,22,0,,,,
1856,NU,2022/08/12 21:59:59+00,3531,0,8,0,,,,
1857,ON,2022/08/12 21:59:59+00,1384316,10768,13787,114,1382,-92,142,3
1858,PE,2022/08/12 21:59:59+00,48027,776,52,3,1,-5,0,0
1859,QC,2022/08/12 21:59:59+00,1159087,7428,16010,94,2047,-32,55,-12
1860,SK,2022/08/12 21:59:59+00,140505,0,1455,0,229,0,15,0
1861,YT,2022/08/12 21:59:59+00,4771,42,30,1,,,,
1862,CA,2022/08/12 21:59:59+00,4105637,24872,43273,317,4945,-111,287,-22
1863,AB,2022/08/19 21:59:59+00,599504,1613,4721,27,818,70,28,0
1864,BC,2022/08/19 21:59:59+00,381049,875,4037,42,366,-19,22,-1
1865,MB,2022/08/19 21:59:59+00,147329,455,2093,14,72,15,19,7
1866,NB,2022/08/19 21:59:59+00,73643,675,456,5,27,-5,4,1
1867,NL,2022/08/19 21:59:59+00,50745,92,221,4,18,4,1,-1
1868,NS,2022/08/19 21:59:59+00,106774,1445,484,11,40,-10,4,-3
1869,NT,2022/08/19 21:59:59+00,11511,0,22,0,,,,
1870,NU,2022/08/19 21:59:59+00,3531,0,8,0,,,,
1871,ON,2022/08/19 21:59:59+00,1394524,10208,13844,57,1328,-54,137,-5
1872,PE,2022/08/19 21:59:59+00,48598,571,52,0,4,3,0,0
1873,QC,2022/08/19 21:59:59+00,1166390,7303,16102,92,1953,-94,50,-5
1874,SK,2022/08/19 21:59:59+00,142029,1524,1482,27,488,259,27,12
1875,YT,2022/08/19 21:59:59+00,4793,22,30,0,,,,
1876,CA,2022/08/19 21:59:59+00,4130420,24783,43552,279,5114,169,292,5
1877,AB,2022/08/26 21:59:59+00,601337,1833,4748,27,870,52,32,4
1878,BC,2022/08/26 21:59:59+00,381788,739,4097,60,331,-35,29,7
1879,MB,2022/08/26 21:59:59+00,147806,477,2105,12,60,-12,8,-11
1880,NB,2022/08/26 21:59:59+00,74440,797,462,6,21,-6,1,-3
1881,NL,2022/08/26 21:59:59+00,51074,329,225,4,14,-4,1,0
1882,NS,2022/08/26 21:59:59+00,108134,1360,492,8,34,-6,8,4
1883,NT,2022/08/26 21:59:59+00,11511,0,22,0,,,,
1884,NU,2022/08/26 21:59:59+00,3531,0,8,0,,,,
1885,ON,2022/08/26 21:59:59+00,1404302,9778,13930,86,1354,26,146,9
1886,PE,2022/08/26 21:59:59+00,49411,813,53,1,4,0,1,1
1887,QC,2022/08/26 21:59:59+00,1172597,6207,16195,93,1945,-8,41,-9
1888,SK,2022/08/26 21:59:59+00,142029,0,1482,0,488,0,27,0
1889,YT,2022/08/26 21:59:59+00,4813,20,30,0,,,,
1890,CA,2022/08/26 21:59:59+00,4152773,22353,43849,297,5121,7,294,2
1891,AB,2022/09/02 21:59:59+00,602434,1097,4790,42,857,-13,20,-12
1892,BC,2022/09/02 21:59:59+00,382436,648,4145,48,306,-25,29,0
1893,MB,2022/09/02 21:59:59+00,148428,622,2115,10,67,7,9,1
1894,NB,2022/09/02 21:59:59+00,75152,712,466,4,33,12,4,3
1895,NL,2022/09/02 21:59:59+00,51339,265,229,4,11,-3,2,1
1896,NS,2022/09/02 21:59:59+00,109444,1310,497,5,38,4,8,0
1897,NT,2022/09/02 21:59:59+00,11511,0,22,0,,,,
1898,NU,2022/09/02 21:59:59+00,3531,0,8,0,,,,
1899,ON,2022/09/02 21:59:59+00,1413591,9289,14029,99,1245,-109,146,0
1900,PE,2022/09/02 21:59:59+00,50151,740,55,2,4,0,1,0
1901,QC,2022/09/02 21:59:59+00,1177843,5246,16290,95,1735,-210,41,0
1902,SK,2022/09/02 21:59:59+00,142029,0,1482,0,488,0,27,0
1903,YT,2022/09/02 21:59:59+00,4839,26,30,0,,,,
1904,CA,2022/09/02 21:59:59+00,4172728,19955,44158,309,4784,-337,287,-7
1905,AB,2022/09/09 21:59:59+00,603501,1067,4832,42,799,-58,20,0
1906,BC,2022/09/09 21:59:59+00,383054,618,4183,38,324,18,22,-7
1907,MB,2022/09/09 21:59:59+00,148903,475,2118,3,70,3,16,7
1908,NB,2022/09/09 21:59:59+00,75741,589,472,6,37,4,2,-2
1909,NL,2022/09/09 21:59:59+00,51493,154,234,5,3,-8,0,-2
1910,NS,2022/09/09 21:59:59+00,110430,986,507,10,33,-5,10,2
1911,NT,2022/09/09 21:59:59+00,11511,0,22,0,,,,
1912,NU,2022/09/09 21:59:59+00,3531,0,8,0,,,,
1913,ON,2022/09/09 21:59:59+00,1421991,8400,14094,65,1248,3,136,-10
1914,PE,2022/09/09 21:59:59+00,50594,443,57,2,3,-1,1,0
1915,QC,2022/09/09 21:59:59+00,1182668,4825,16349,59,1603,-132,32,-9
1916,SK,2022/09/09 21:59:59+00,142029,0,1482,0,488,0,27,0
1917,YT,2022/09/09 21:59:59+00,4857,18,30,0,,,,
1918,CA,2022/09/09 21:59:59+00,4190303,17575,44388,230,4608,-176,266,-21
1919,AB,2022/09/16 21:59:59+00,604578,1077,4848,16,819,20,26,6
1920,BC,2022/09/16 21:59:59+00,383628,574,4216,33,314,-10,23,1
1921,MB,2022/09/16 21:59:59+00,149245,342,2137,19,65,-5,10,-6
1922,NB,2022/09/16 21:59:59+00,76316,575,476,4,35,-2,4,2
1923,NL,2022/09/16 21:59:59+00,51609,116,236,2,4,1,0,0
1924,NS,2022/09/16 21:59:59+00,111563,1133,522,15,48,15,9,-1
1925,NT,2022/09/16 21:59:59+00,11511,0,22,0,,,,
1926,NU,2022/09/16 21:59:59+00,3531,0,8,0,,,,
1927,ON,2022/09/16 21:59:59+00,1429286,7295,14193,99,1167,-81,130,-6
1928,PE,2022/09/16 21:59:59+00,51050,456,57,0,6,3,1,0
1929,QC,2022/09/16 21:59:59+00,1187954,5286,16426,77,1551,-52,40,8
1930,SK,2022/09/16 21:59:59+00,143961,1932,1507,25,594,106,38,11
1931,YT,2022/09/16 21:59:59+00,4867,10,31,1,,,,
1932,CA,2022/09/16 21:59:59+00,4209099,18796,44679,291,4603,-5,281,15
1933,AB,2022/09/23 21:59:59+00,605757,1179,4872,24,843,24,26,0
1934,BC,2022/09/23 21:59:59+00,384266,638,4253,37,305,-9,22,-1
1935,MB,2022/09/23 21:59:59+00,149622,377,2143,6,87,22,11,1
1936,NB,2022/09/23 21:59:59+00,76902,586,480,4,21,-14,2,-2
1937,NL,2022/09/23 21:59:59+00,51753,144,237,1,2,-2,0,0
1938,NS,2022/09/23 21:59:59+00,112456,893,534,12,42,-6,4,-5
1939,NT,2022/09/23 21:59:59+00,11511,0,22,0,,,,
1940,NU,2022/09/23 21:59:59+00,3531,0,8,0,,,,
1941,ON,2022/09/23 21:59:59+00,1437504,8218,14259,66,1141,-26,129,-1
1942,PE,2022/09/23 21:59:59+00,51410,360,60,3,4,-2,1,0
1943,QC,2022/09/23 21:59:59+00,1193035,5081,16608,182,1503,-48,37,-3
1944,SK,2022/09/23 21:59:59+00,143961,0,1507,0,594,0,38,0
1945,YT,2022/09/23 21:59:59+00,4885,18,31,0,,,,
1946,CA,2022/09/23 21:59:59+00,4226593,17494,45014,335,4542,-61,270,-11
1947,AB,2022/09/30 21:59:59+00,607289,1532,4905,33,980,137,39,13
1948,BC,2022/09/30 21:59:59+00,384900,634,4283,30,367,62,30,8
1949,MB,2022/09/30 21:59:59+00,149908,286,2160,17,73,-14,11,0
1950,NB,2022/09/30 21:59:59+00,77460,558,485,5,19,-2,2,0
1951,NL,2022/09/30 21:59:59+00,51946,193,237,0,2,0,0,0
1952,NS,2022/09/30 21:59:59+00,113447,991,544,10,56,14,10,6
1953,NT,2022/09/30 21:59:59+00,11511,0,22,0,,,,
1954,NU,2022/09/30 21:59:59+00,3531,0,8,0,,,,
1955,ON,2022/09/30 21:59:59+00,1446027,8523,14332,73,1265,124,133,4
1956,PE,2022/09/30 21:59:59+00,51410,0,60,0,4,0,1,0
1957,QC,2022/09/30 21:59:59+00,1198831,5796,16671,63,1585,82,34,-3
1958,SK,2022/09/30 21:59:59+00,143961,0,1507,0,594,0,38,0
1959,YT,2022/09/30 21:59:59+00,4905,20,31,0,,,,
1960,CA,2022/09/30 21:59:59+00,4245126,18533,45245,231,4945,403,298,28
1961,AB,2022/10/07 21:59:59+00,607289,0,4905,0,980,0,39,0
1962,BC,2022/10/07 21:59:59+00,385559,659,4321,38,369,2,29,-1
1963,MB,2022/10/07 21:59:59+00,150213,305,2177,17,77,4,13,2
1964,NB,2022/10/07 21:59:59+00,78056,596,490,5,19,0,1,-1
1965,NL,2022/10/07 21:59:59+00,52139,193,245,8,8,6,1,1
1966,NS,2022/10/07 21:59:59+00,114625,1178,544,0,51,-5,4,-6
1967,NT,2022/10/07 21:59:59+00,11511,0,22,0,,,,
1968,NU,2022/10/07 21:59:59+00,3531,0,8,0,,,,
1969,ON,2022/10/07 21:59:59+00,1455133,9106,14400,68,1456,191,131,-2
1970,PE,2022/10/07 21:59:59+00,52047,637,62,2,1,-3,1,0
1971,QC,2022/10/07 21:59:59+00,1204965,6134,16725,54,1746,161,34,0
1972,SK,2022/10/07 21:59:59+00,143961,0,1507,0,594,0,38,0
1973,YT,2022/10/07 21:59:59+00,4923,18,31,0,,,,
1974,CA,2022/10/07 21:59:59+00,4263952,18826,45437,192,5301,356,291,-7
1975,AB,2022/10/14 21:59:59+00,610027,2738,4951,46,1014,34,31,-8
1976,BC,2022/10/14 21:59:59+00,386293,734,4370,49,365,-4,19,-10
1977,MB,2022/10/14 21:59:59+00,150554,341,2190,13,73,-4,14,1
1978,NB,2022/10/14 21:59:59+00,78687,631,572,82,27,8,3,2
1979,NL,2022/10/14 21:59:59+00,52310,171,248,3,10,2,1,0
1980,NS,2022/10/14 21:59:59+00,115567,942,555,11,49,-2,6,2
1981,NT,2022/10/14 21:59:59+00,11511,0,22,0,,,,
1982,NU,2022/10/14 21:59:59+00,3531,0,8,0,,,,
1983,ON,2022/10/14 21:59:59+00,1464672,9539,14471,71,1629,173,143,12
1984,PE,2022/10/14 21:59:59+00,52366,319,63,1,2,1,1,0
1985,QC,2022/10/14 21:59:59+00,1211181,6216,16768,43,1978,232,52,18
1986,SK,2022/10/14 21:59:59+00,145948,1987,1546,39,162,-432,9,-29
1987,YT,2022/10/14 21:59:59+00,4929,6,31,0,,,,
1988,CA,2022/10/14 21:59:59+00,4287576,23624,45795,358,5309,8,279,-12
1989,AB,2022/10/21 21:59:59+00,611389,1362,4983,32,1070,56,33,2
1990,BC,2022/10/21 21:59:59+00,386920,627,4423,53,389,24,21,2
1991,MB,2022/10/21 21:59:59+00,150957,403,2199,9,103,30,14,0
1992,NB,2022/10/21 21:59:59+00,79434,747,576,4,35,8,2,-1
1993,NL,2022/10/21 21:59:59+00,52534,224,253,5,9,-1,1,0
1994,NS,2022/10/21 21:59:59+00,116739,1172,572,17,53,4,9,3
1995,NT,2022/10/21 21:59:59+00,11511,0,22,0,,,,
1996,NU,2022/10/21 21:59:59+00,3531,0,8,0,,,,
1997,ON,2022/10/21 21:59:59+00,1474282,9610,14569,98,1663,34,158,15
1998,PE,2022/10/21 21:59:59+00,52920,554,64,1,8,6,1,0
1999,QC,2022/10/21 21:59:59+00,1217963,6782,16822,54,2023,45,62,10
2000,SK,2022/10/21 21:59:59+00,145948,0,1546,0,162,0,9,0
2001,YT,2022/10/21 21:59:59+00,4938,9,31,0,,,,
2002,CA,2022/10/21 21:59:59+00,4309066,21490,46068,273,5515,206,310,31
3003,AB,2022/10/28 21:59:59+00,612693,1304,5011,28,1118,48,28,-5
3004,BC,2022/10/28 21:59:59+00,387451,531,4485,62,292,-97,20,-1
3005,MB,2022/10/28 21:59:59+00,151319,362,2211,12,100,-3,16,2
3006,NB,2022/10/28 21:59:59+00,80126,692,585,9,33,-2,1,-1
3007,NL,2022/10/28 21:59:59+00,52781,247,256,3,9,0,0,-1
3008,NS,2022/10/28 21:59:59+00,117658,919,588,16,54,1,7,-2
3009,NT,2022/10/28 21:59:59+00,11511,0,22,0,,,,
3010,NU,2022/10/28 21:59:59+00,3531,0,8,0,,,,
3011,ON,2022/10/28 21:59:59+00,1484249,9967,14683,114,1921,258,148,-10
3012,PE,2022/10/28 21:59:59+00,53408,488,67,3,13,5,1,0
3013,QC,2022/10/28 21:59:59+00,1223930,5967,16904,82,1890,-133,52,-10
3014,SK,2022/10/28 21:59:59+00,147102,1154,1572,26,187,25,8,-1
3015,YT,2022/10/28 21:59:59+00,4954,16,32,1,,,,
3016,CA,2022/10/28 21:59:59+00,4330713,21647,46424,356,5617,102,281,-29
3017,AB,2022/11/04 21:59:59+00,614234,1541,5047,36,1095,-23,24,-4
3018,BC,2022/11/04 21:59:59+00,387936,485,4525,40,286,-6,27,7
3019,MB,2022/11/04 21:59:59+00,151730,411,2232,21,116,16,7,-9
3020,NB,2022/11/04 21:59:59+00,80715,589,592,7,43,10,2,1
3021,NL,2022/11/04 21:59:59+00,52986,205,258,2,9,0,2,2
3022,NS,2022/11/04 21:59:59+00,118450,792,602,14,43,-11,4,-3
3023,NT,2022/11/04 21:59:59+00,11511,0,22,0,,,,
3024,NU,2022/11/04 21:59:59+00,3531,0,8,0,,,,
3025,ON,2022/11/04 21:59:59+00,1494422,10173,14799,116,1842,-79,140,-8
3026,PE,2022/11/04 21:59:59+00,53675,267,71,4,2,-11,0,-1
3027,QC,2022/11/04 21:59:59+00,1229725,5795,16969,65,1889,-1,45,-7
3028,SK,2022/11/04 21:59:59+00,147102,0,1572,0,187,0,8,0
3029,YT,2022/11/04 21:59:59+00,4970,16,32,0,,,,
3030,CA,2022/11/04 21:59:59+00,4350987,20274,46729,305,5512,-105,259,-22
3031,AB,2022/11/11 23:00:00+00,615359,1125,5093,46,1090,-5,36,12
3032,BC,2022/11/11 23:00:00+00,388497,561,4552,27,290,4,26,-1
3033,MB,2022/11/11 23:00:00+00,152072,342,2256,24,110,-6,8,1
3034,NB,2022/11/11 23:00:00+00,81269,554,599,7,33,-10,5,3
3035,NL,2022/11/11 23:00:00+00,53167,181,267,9,18,9,4,2
3036,NS,2022/11/11 23:00:00+00,119121,671,617,15,40,-3,7,3
3037,NT,2022/11/11 23:00:00+00,11511,0,22,0,,,,
3038,NU,2022/11/11 23:00:00+00,3531,0,8,0,,,,
3039,ON,2022/11/11 23:00:00+00,1502753,8331,14937,138,1842,0,117,-23
3040,PE,2022/11/11 23:00:00+00,53888,213,73,2,11,9,0,0
3041,QC,2022/11/11 23:00:00+00,1235376,5651,17041,72,1800,-89,41,-4
3042,SK,2022/11/11 23:00:00+00,148502,1400,1611,39,164,-23,15,7
3043,YT,2022/11/11 23:00:00+00,4989,19,32,0,,,,
3044,CA,2022/11/11 23:00:00+00,4370035,19048,47108,379,5398,-114,259,0
3045,AB,2022/11/18 23:00:00+00,616682,1323,5137,44,1141,51,40,4
3046,BC,2022/11/18 23:00:00+00,388984,487,4607,55,328,38,26,0
3047,MB,2022/11/18 23:00:00+00,152072,0,2256,0,110,0,8,0
3048,NB,2022/11/18 23:00:00+00,81787,518,603,4,29,-4,0,-5
3049,NL,2022/11/18 23:00:00+00,53336,169,270,3,13,-5,3,-1
3050,NS,2022/11/18 23:00:00+00,119673,552,632,15,43,3,4,-3
3051,NT,2022/11/18 23:00:00+00,11511,0,22,0,,,,
3052,NU,2022/11/18 23:00:00+00,3531,0,8,0,,,,
3053,ON,2022/11/18 23:00:00+00,1509014,6261,15053,116,1390,-452,119,2
3054,PE,2022/11/18 23:00:00+00,54043,155,75,2,6,-5,0,0
3055,QC,2022/11/18 23:00:00+00,1240569,5193,17149,108,1726,-74,39,-2
3056,SK,2022/11/18 23:00:00+00,149902,1400,1650,39,164,0,15,0
3057,YT,2022/11/18 23:00:00+00,4989,0,32,0,,,,
3058,CA,2022/11/18 23:00:00+00,4386093,16058,47494,386,4950,-448,254,-5
3059,AB,2022/11/25 23:00:00+00,618030,1348,5177,40,1107,-34,40,0
3060,BC,2022/11/25 23:00:00+00,389479,495,4642,35,328,0,37,11
3061,MB,2022/11/25 23:00:00+00,152233,161,2256,0,82,-28,12,4
3062,NB,2022/11/25 23:00:00+00,82223,436,609,6,32,3,6,6
3063,NL,2022/11/25 23:00:00+00,53485,149,273,3,17,4,5,2
3064,NS,2022/11/25 23:00:00+00,120188,515,642,10,31,-12,4,0
3065,NT,2022/11/25 23:00:00+00,11511,0,22,0,,,,
3066,NU,2022/11/25 23:00:00+00,3531,0,8,0,,,,
3067,ON,2022/11/25 23:00:00+00,1514586,5572,15162,109,1166,-224,130,11
3068,PE,2022/11/25 23:00:00+00,52748,-1295,76,1,4,-2,0,0
3069,QC,2022/11/25 23:00:00+00,1246205,5636,17197,48,1716,-10,42,3
3070,SK,2022/11/25 23:00:00+00,149902,0,1650,0,164,0,15,0
3071,YT,2022/11/25 23:00:00+00,4989,0,32,0,,,,
3072,CA,2022/11/25 23:00:00+00,4399110,13017,47746,252,4647,-303,291,37
3073,AB,2022/12/02 23:00:00+00,619345,1315,5216,39,1077,-30,46,6
3074,BC,2022/12/02 23:00:00+00,390087,608,4680,38,369,41,38,1
3075,MB,2022/12/02 23:00:00+00,152483,250,2256,0,82,0,19,7
3076,NB,2022/12/02 23:00:00+00,82819,596,615,6,38,6,3,-3
3077,NL,2022/12/02 23:00:00+00,53683,198,278,5,19,2,6,1
3078,NS,2022/12/02 23:00:00+00,120732,544,657,15,46,15,6,2
3079,NT,2022/12/02 23:00:00+00,11511,0,22,0,,,,
3080,NU,2022/12/02 23:00:00+00,3531,0,8,0,,,,
3081,ON,2022/12/02 23:00:00+00,1519237,4651,15244,82,1210,44,118,-12
3082,PE,2022/12/02 23:00:00+00,53050,302,79,3,3,-1,1,1
3083,QC,2022/12/02 23:00:00+00,1254067,7862,17265,68,1934,218,45,3
3084,SK,2022/12/02 23:00:00+00,149902,0,1650,0,164,0,15,0
3085,YT,2022/12/02 23:00:00+00,4989,0,32,0,,,,
3086,CA,2022/12/02 23:00:00+00,4415436,16326,48002,256,4942,295,297,6
3087,AB,2022/12/09 23:00:00+00,620475,1130,5262,46,1042,-35,38,-8
3088,BC,2022/12/09 23:00:00+00,390626,539,4715,35,359,-10,34,-4
3089,MB,2022/12/09 23:00:00+00,152734,251,2256,0,76,-6,7,-12
3090,NB,2022/12/09 23:00:00+00,83425,606,621,6,40,2,0,-3
3091,NL,2022/12/09 23:00:00+00,53856,173,279,1,15,-4,5,-1
3092,NS,2022/12/09 23:00:00+00,121241,509,670,13,28,-18,5,-1
3093,NT,2022/12/09 23:00:00+00,11511,0,22,0,,,,
3094,NU,2022/12/09 23:00:00+00,3531,0,8,0,,,,
3095,ON,2022/12/09 23:00:00+00,1525008,5771,15333,89,1145,-65,117,-1
3096,PE,2022/12/09 23:00:00+00,53361,311,81,2,6,3,0,-1
3097,QC,2022/12/09 23:00:00+00,1260221,6154,17318,53,1923,-11,51,6
3098,SK,2022/12/09 23:00:00+00,148817,-1085,1644,-6,117,-47,8,-7
3099,YT,2022/12/09 23:00:00+00,4989,0,32,0,,,,
3100,CA,2022/12/09 23:00:00+00,4429795,14359,48241,239,4751,-191,265,-32
3101,AB,2022/12/16 23:00:00+00,621512,1037,5308,46,992,-50,32,-6
3102,BC,2022/12/16 23:00:00+00,391285,659,4760,45,374,15,31,-3
3103,MB,2022/12/16 23:00:00+00,152888,154,2256,0,59,-17,15,8
3104,NB,2022/12/16 23:00:00+00,84244,819,628,7,40,0,0,0
3105,NL,2022/12/16 23:00:00+00,53998,142,285,6,11,-4,4,-1
3106,NS,2022/12/16 23:00:00+00,121756,515,673,3,34,6,7,2
3107,NT,2022/12/16 23:00:00+00,11511,0,22,0,,,,
3108,NU,2022/12/16 23:00:00+00,3531,0,8,0,,,,
3109,ON,2022/12/16 23:00:00+00,1530632,5624,15408,75,1222,77,108,-9
3110,PE,2022/12/16 23:00:00+00,53602,241,81,0,7,1,0,0
3111,QC,2022/12/16 23:00:00+00,1267561,7340,17399,81,2018,95,63,12
